Backbone,Cation,Sample,smiles1,smiles2,smiles3,c1,c2,c3,additive_name_1,additive_name_2,additive_smiles1,additive_smiles2,additive_smiles3,additivec1,additivec2,additivec3,solvent,solvent_conc(M),stab_temp,RH(%),lw,Temp(C),EXP_IEC,prop,time(h),value,DOI
Fluorinated-PAE,BDMA,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,CCCC[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)CCCC)c4.[Cl-],*CC*,62.5,37.5,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,40,1.2,OHCond(mS/cm),0,3.33,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,BDMA,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,CCCC[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)CCCC)c4.[Cl-],*CC*,62.5,37.5,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,50,1.2,OHCond(mS/cm),0,4.22,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,BDMA,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,CCCC[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)CCCC)c4.[Cl-],*CC*,62.5,37.5,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,1.2,OHCond(mS/cm),0,5.17,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,TMA,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4.[Cl-],*CC*,62.5,37.5,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,30,1.2,OHCond(mS/cm),0,6.02,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,BDMA,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,CCCC[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)CCCC)c4.[Cl-],*CC*,62.5,37.5,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,70,1.2,OHCond(mS/cm),0,6.21,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,BDMA,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,CCCC[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)CCCC)c4.[Cl-],*CC*,62.5,37.5,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,80,1.2,OHCond(mS/cm),0,7.11,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,TMA,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4.[Cl-],*CC*,62.5,37.5,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,40,1.2,OHCond(mS/cm),0,7.67,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,DMIm,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cc1n(C)cc[n+]1c2cc(O*)ccc2Oc6ccc(Oc4c(F)c(F)c(c3c(F)c(F)c(*)c(F)c3F)c(F)c4F)c([n+]5ccn(C)c5C)c6.[Cl-],*CC*,62.5,37.5,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,30,1.1,OHCond(mS/cm),0,8.59,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,MIm,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cn6cc[n+](c1cc(O*)ccc1Oc5ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([n+]4ccn(C)c4)c5)c6.[Cl-],*CC*,35.7,64.3,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,30,1.9,OHCond(mS/cm),0,8.86,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,TMA,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4.[Cl-],*CC*,62.5,37.5,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,50,1.2,OHCond(mS/cm),0,8.86,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,DMIm,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cc1n(C)cc[n+]1c2cc(O*)ccc2Oc6ccc(Oc4c(F)c(F)c(c3c(F)c(F)c(*)c(F)c3F)c(F)c4F)c([n+]5ccn(C)c5C)c6.[Cl-],*CC*,62.5,37.5,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,40,1.1,OHCond(mS/cm),0,10.54,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,TMA,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4.[Cl-],*CC*,62.5,37.5,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,1.2,OHCond(mS/cm),0,10.54,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,MIm,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cn6cc[n+](c1cc(O*)ccc1Oc5ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([n+]4ccn(C)c4)c5)c6.[Cl-],*CC*,35.7,64.3,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,40,1.9,OHCond(mS/cm),0,11.37,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,TMA,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4.[Cl-],*CC*,62.5,37.5,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,70,1.2,OHCond(mS/cm),0,12.36,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,DMIm,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cc1n(C)cc[n+]1c2cc(O*)ccc2Oc6ccc(Oc4c(F)c(F)c(c3c(F)c(F)c(*)c(F)c3F)c(F)c4F)c([n+]5ccn(C)c5C)c6.[Cl-],*CC*,62.5,37.5,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,50,1.1,OHCond(mS/cm),0,13.04,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,MIm,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cn6cc[n+](c1cc(O*)ccc1Oc5ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([n+]4ccn(C)c4)c5)c6.[Cl-],*CC*,35.7,64.3,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,50,1.9,OHCond(mS/cm),0,13.96,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,TMA,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4.[Cl-],*CC*,62.5,37.5,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,80,1.2,OHCond(mS/cm),0,14.49,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,DMIm,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cc1n(C)cc[n+]1c2cc(O*)ccc2Oc6ccc(Oc4c(F)c(F)c(c3c(F)c(F)c(*)c(F)c3F)c(F)c4F)c([n+]5ccn(C)c5C)c6.[Cl-],*CC*,62.5,37.5,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,1.1,OHCond(mS/cm),0,14.94,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,MIm,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cn6cc[n+](c1cc(O*)ccc1Oc5ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([n+]4ccn(C)c4)c5)c6.[Cl-],*CC*,35.7,64.3,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,1.9,OHCond(mS/cm),0,15.52,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,MIm,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cn6cc[n+](c1cc(O*)ccc1Oc5ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([n+]4ccn(C)c4)c5)c6.[Cl-],*CC*,35.7,64.3,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,70,1.9,OHCond(mS/cm),0,17.92,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,DMIm,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cc1n(C)cc[n+]1c2cc(O*)ccc2Oc6ccc(Oc4c(F)c(F)c(c3c(F)c(F)c(*)c(F)c3F)c(F)c4F)c([n+]5ccn(C)c5C)c6.[Cl-],*CC*,62.5,37.5,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,70,1.1,OHCond(mS/cm),0,18.33,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,DMIm,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cc1n(C)cc[n+]1c2cc(O*)ccc2Oc6ccc(Oc4c(F)c(F)c(c3c(F)c(F)c(*)c(F)c3F)c(F)c4F)c([n+]5ccn(C)c5C)c6.[Cl-],*CC*,62.5,37.5,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,80,1.1,OHCond(mS/cm),0,20.38,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,MIm,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cn6cc[n+](c1cc(O*)ccc1Oc5ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([n+]4ccn(C)c4)c5)c6.[Cl-],*CC*,35.7,64.3,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,80,1.9,OHCond(mS/cm),0,20.69,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,TMA,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4.[Cl-],*CC*,35.7,64.3,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,30,1.9,OHCond(mS/cm),0,34.63,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,TMA,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4.[Cl-],*CC*,35.7,64.3,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,40,1.9,OHCond(mS/cm),0,40.91,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,TMA,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4.[Cl-],*CC*,35.7,64.3,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,1.9,OHCond(mS/cm),0,52.53,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,TMA,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4.[Cl-],*CC*,35.7,64.3,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,80,1.9,OHCond(mS/cm),0,63,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,TMA,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4.[Cl-],*CC*,35.7,64.3,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,,OHCond(mS/cm),0,149,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,PYR,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc5ccc(Oc3ccc(O*)cc3[n+]4ccccc4)cc5[n+]6ccccc6.[Cl-],*CC*,62.5,37.5,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,100,,WU(wt%),0,10,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,BDMA,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,CCCC[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)CCCC)c4.[Cl-],*CC*,62.5,37.5,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,,WU(wt%),0,28,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,TMA,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4.[Cl-],*CC*,62.5,37.5,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,,WU(wt%),0,33,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,DMIm,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cc1n(C)cc[n+]1c2cc(O*)ccc2Oc6ccc(Oc4c(F)c(F)c(c3c(F)c(F)c(*)c(F)c3F)c(F)c4F)c([n+]5ccn(C)c5C)c6.[Cl-],*CC*,62.5,37.5,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,80,,WU(wt%),0,36,https://doi.org/10.1002/pola.27011
Fluorinated-PAE,MIm,N/A,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cn6cc[n+](c1cc(O*)ccc1Oc5ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([n+]4ccn(C)c4)c5)c6.[Cl-],*CC*,35.7,64.3,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,,WU(wt%),0,120,https://doi.org/10.1002/pola.27011
PPO,TMA,N/A,*c%10ccc(c8cc(c1cccc(CCCCCC[N+](C)(C)C)c1)c(c6ccc(c4c(c2ccccc2)cc(*)c(c3ccccc3)c4c5ccccc5)cc6)c(c7ccccc7)c8c9ccccc9)cc%10.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,60,0,25,,WU(wt%),0,126,https://doi.org/10.1002/polb.23149
PAES,Im,N/A,C[n+]%10ccn(Cc9cc(Cn1cc[n+](C)c1)cc(c8cc(S(=O)(=O)c7ccc(Oc3ccc(c2ccc(*)cc2)cc3)c(c6cc(Cn4cc[n+](C)c4)cc(Cn5cc[n+](C)c5)c6)c7)ccc8O*)c9)c%10.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,22,78,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,30,1.4,OHCond(mS/cm),0,6.2,https://doi.org/10.1016/j.electacta.2015.12.181
PAES,Im,N/A,C[n+]%10ccn(Cc9cc(Cn1cc[n+](C)c1)cc(c8cc(S(=O)(=O)c7ccc(Oc3ccc(c2ccc(*)cc2)cc3)c(c6cc(Cn4cc[n+](C)c4)cc(Cn5cc[n+](C)c5)c6)c7)ccc8O*)c9)c%10.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,28,72,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,30,1.67,OHCond(mS/cm),0,7.5,https://doi.org/10.1016/j.electacta.2015.12.181
PAES,Im,N/A,C[n+]%10ccn(Cc9cc(Cn1cc[n+](C)c1)cc(c8cc(S(=O)(=O)c7ccc(Oc3ccc(c2ccc(*)cc2)cc3)c(c6cc(Cn4cc[n+](C)c4)cc(Cn5cc[n+](C)c5)c6)c7)ccc8O*)c9)c%10.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,22,78,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,40,1.4,OHCond(mS/cm),0,8.5,https://doi.org/10.1016/j.electacta.2015.12.181
PAES,Im,N/A,C[n+]%10ccn(Cc9cc(Cn1cc[n+](C)c1)cc(c8cc(S(=O)(=O)c7ccc(Oc3ccc(c2ccc(*)cc2)cc3)c(c6cc(Cn4cc[n+](C)c4)cc(Cn5cc[n+](C)c5)c6)c7)ccc8O*)c9)c%10.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,28,72,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,40,1.67,OHCond(mS/cm),0,10.2,https://doi.org/10.1016/j.electacta.2015.12.181
PAES,Im,N/A,C[n+]%10ccn(Cc9cc(Cn1cc[n+](C)c1)cc(c8cc(S(=O)(=O)c7ccc(Oc3ccc(c2ccc(*)cc2)cc3)c(c6cc(Cn4cc[n+](C)c4)cc(Cn5cc[n+](C)c5)c6)c7)ccc8O*)c9)c%10.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,34,66,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,30,1.92,OHCond(mS/cm),0,10.2,https://doi.org/10.1016/j.electacta.2015.12.181
PAES,Im,N/A,C[n+]%10ccn(Cc9cc(Cn1cc[n+](C)c1)cc(c8cc(S(=O)(=O)c7ccc(Oc3ccc(c2ccc(*)cc2)cc3)c(c6cc(Cn4cc[n+](C)c4)cc(Cn5cc[n+](C)c5)c6)c7)ccc8O*)c9)c%10.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,22,78,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,50,1.4,OHCond(mS/cm),0,11.6,https://doi.org/10.1016/j.electacta.2015.12.181
PAES,TMA,N/A,O=S(c1ccc(O[*])cc1)(c2ccc(Oc3c(C[N+](C)(C)C)cc(c4cc(C[N+](C)(C)C)c([*])c(C[N+](C)(C)C)c4)cc3C[N+](C)(C)C)cc2)=O.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,25,75,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,30,1.9,OHCond(mS/cm),0,12.8,https://doi.org/10.1016/j.electacta.2015.12.181
PAES,Im,N/A,C[n+]%10ccn(Cc9cc(Cn1cc[n+](C)c1)cc(c8cc(S(=O)(=O)c7ccc(Oc3ccc(c2ccc(*)cc2)cc3)c(c6cc(Cn4cc[n+](C)c4)cc(Cn5cc[n+](C)c5)c6)c7)ccc8O*)c9)c%10.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,28,72,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,50,1.67,OHCond(mS/cm),0,15.1,https://doi.org/10.1016/j.electacta.2015.12.181
PAES,Im,N/A,C[n+]%10ccn(Cc9cc(Cn1cc[n+](C)c1)cc(c8cc(S(=O)(=O)c7ccc(Oc3ccc(c2ccc(*)cc2)cc3)c(c6cc(Cn4cc[n+](C)c4)cc(Cn5cc[n+](C)c5)c6)c7)ccc8O*)c9)c%10.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,34,66,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,40,1.92,OHCond(mS/cm),0,15.1,https://doi.org/10.1016/j.electacta.2015.12.181
PAES,Im,N/A,C[n+]%10ccn(Cc9cc(Cn1cc[n+](C)c1)cc(c8cc(S(=O)(=O)c7ccc(Oc3ccc(c2ccc(*)cc2)cc3)c(c6cc(Cn4cc[n+](C)c4)cc(Cn5cc[n+](C)c5)c6)c7)ccc8O*)c9)c%10.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,22,78,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,1.4,OHCond(mS/cm),0,17,https://doi.org/10.1016/j.electacta.2015.12.181
PAES,Im,N/A,C[n+]%10ccn(Cc9cc(Cn1cc[n+](C)c1)cc(c8cc(S(=O)(=O)c7ccc(Oc3ccc(c2ccc(*)cc2)cc3)c(c6cc(Cn4cc[n+](C)c4)cc(Cn5cc[n+](C)c5)c6)c7)ccc8O*)c9)c%10.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,34,66,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,50,1.92,OHCond(mS/cm),0,19.5,https://doi.org/10.1016/j.electacta.2015.12.181
