Backbone,Cation,Sample,smiles1,smiles2,smiles3,c1,c2,c3,additive_name_1,additive_name_2,additive_smiles1,additive_smiles2,additive_smiles3,additivec1,additivec2,additivec3,solvent,solvent_conc(M),stab_temp,RH(%),lw,Temp(C),EXP_IEC,prop,time(h),value,DOI
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,35.7,64.3,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,40,0.92,OHCond(mS/cm),0,17.97,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,40,60,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.33,0,0,N/A,0,N/A,100,1,20,1.07,OHCond(mS/cm),0,18.52,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,40,60,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.33,0,0,KOH,3,60,100,1,20,,OHCond(mS/cm),0,18.53,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,28.57,71.43,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,80,0.85,OHCond(mS/cm),0,18.92,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,40,60,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.33,0,0,N/A,0,N/A,100,1,30,1.07,OHCond(mS/cm),0,22.16,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,35.7,64.3,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,50,0.92,OHCond(mS/cm),0,22.2,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,40,60,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.33,0,0,N/A,0,N/A,100,1,40,1.07,OHCond(mS/cm),0,26.4,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,35.7,64.3,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,60,0.92,OHCond(mS/cm),0,26.44,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,35.7,64.3,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,70,0.92,OHCond(mS/cm),0,31.24,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,40,60,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.33,0,0,N/A,0,N/A,100,1,50,1.07,OHCond(mS/cm),0,31.55,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,40,60,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.33,0,0,N/A,0,N/A,100,1,60,1.07,OHCond(mS/cm),0,37.07,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,35.7,64.3,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,80,0.92,OHCond(mS/cm),0,37.59,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,40,60,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.33,0,0,N/A,0,N/A,100,1,70,1.07,OHCond(mS/cm),0,44.2,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,40,60,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.33,0,0,N/A,0,N/A,100,1,80,1.07,OHCond(mS/cm),0,53.03,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,28.57,71.43,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,20,0.85,Swelling(%),0,1.14,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,28.57,71.43,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,30,0.85,Swelling(%),0,1.45,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,28.57,71.43,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,40,0.85,Swelling(%),0,1.63,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,28.57,71.43,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,50,0.85,Swelling(%),0,1.76,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,28.57,71.43,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,60,0.85,Swelling(%),0,1.87,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,28.57,71.43,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,70,0.85,Swelling(%),0,1.99,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,28.57,71.43,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,80,0.85,Swelling(%),0,2.25,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,35.7,64.3,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,20,0.92,Swelling(%),0,2.74,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,35.7,64.3,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,30,0.92,Swelling(%),0,3,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,35.7,64.3,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,40,0.92,Swelling(%),0,3.1,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,35.7,64.3,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,50,0.92,Swelling(%),0,3.75,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,35.7,64.3,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,60,0.92,Swelling(%),0,4.31,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,40,60,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.33,0,0,N/A,0,N/A,100,1,20,1.07,Swelling(%),0,4.79,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,35.7,64.3,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,70,0.92,Swelling(%),0,5,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,40,60,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.33,0,0,N/A,0,N/A,100,1,30,1.07,Swelling(%),0,5.48,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,40,60,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.33,0,0,N/A,0,N/A,100,1,40,1.07,Swelling(%),0,5.98,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,35.7,64.3,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,80,0.92,Swelling(%),0,6.25,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,40,60,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.33,0,0,N/A,0,N/A,100,1,50,1.07,Swelling(%),0,6.88,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,40,60,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.33,0,0,N/A,0,N/A,100,1,60,1.07,Swelling(%),0,8.64,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,40,60,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.33,0,0,N/A,0,N/A,100,1,70,1.07,Swelling(%),0,10.28,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,40,60,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.33,0,0,N/A,0,N/A,100,1,80,1.07,Swelling(%),0,12.4,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,28.57,71.43,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,20,0.85,WU(wt%),0,11.15,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,28.57,71.43,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,30,0.85,WU(wt%),0,11.77,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,28.57,71.43,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,40,0.85,WU(wt%),0,12.59,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,28.57,71.43,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,50,0.85,WU(wt%),0,13.41,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,28.57,71.43,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,60,0.85,WU(wt%),0,14.34,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,28.57,71.43,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,70,0.85,WU(wt%),0,15.03,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,35.7,64.3,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,20,0.85,WU(wt%),0,15.14,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,35.7,64.3,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,30,0.92,WU(wt%),0,15.62,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,28.57,71.43,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,80,0.85,WU(wt%),0,16.18,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,35.7,64.3,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,40,0.92,WU(wt%),0,16.66,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,35.7,64.3,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,50,0.92,WU(wt%),0,17.59,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,35.7,64.3,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,60,0.92,WU(wt%),0,18.66,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,40,60,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.33,0,0,N/A,0,N/A,100,1,20,1.07,WU(wt%),0,20.43,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,35.7,64.3,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,70,0.92,WU(wt%),0,20.61,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,40,60,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.33,0,0,N/A,0,N/A,100,1,30,1.07,WU(wt%),0,22.18,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,35.7,64.3,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.43,0,0,N/A,0,N/A,100,1,80,0.92,WU(wt%),0,23.2,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,40,60,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.33,0,0,N/A,0,N/A,100,1,40,1.07,WU(wt%),0,24.03,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,40,60,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.33,0,0,N/A,0,N/A,100,1,50,1.07,WU(wt%),0,25.92,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,40,60,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.33,0,0,N/A,0,N/A,100,1,60,1.07,WU(wt%),0,28.52,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,40,60,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.33,0,0,N/A,0,N/A,100,1,70,1.07,WU(wt%),0,32.45,https://doi.org/10.1039/D0PY00757A
PE,cobaltocenium,N/A,*CCCC(CCCC*)n1nnc(C2C=C(SC3C=CC=C3)C=C2)c1,*CCCCCCCC*,*CC*,40,60,0,diethanediol,N/A,SCCOCCCS,*CC*,*CC*,0.33,0,0,N/A,0,N/A,100,1,80,1.07,WU(wt%),0,36.09,https://doi.org/10.1039/D0PY00757A
PPO,TMA,TMA-pQAPPO,Cc2cc(Oc1c(C)cc(*)cc1CNCC(O)C[N+](C)(C)C)cc(CN(CC(O)C[N+](C)(C)C)CC(O)C[N+](C)(C)C)c2O*.[OH-],Cc1cc(*)cc(C)c1O*,*CC*,10,90,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,0,20,2.23,OHCond(mS/cm),0,21.35,
PVM,TMA,N/A,C[N+](C)(C)Cc1ccc(C(C*)*)cc1.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,30,0.94,OHCond(mS/cm),0,24.05,
PVM,BIM,N/A,Cc1n(C(C)C)cc[n+]1Cc2ccc(C(C*)*)cc2.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,30,0.97,OHCond(mS/cm),0,24.05,
PVM,IIM,N/A,CCCCn2cc[n+](Cc1ccc(C(C*)*)cc1)c2C.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,30,0.93,OHCond(mS/cm),0,24.05,
PPO,TMA,TMA-pQAPPO,Cc2cc(Oc1c(C)cc(*)cc1CNCC(O)C[N+](C)(C)C)cc(CN(CC(O)C[N+](C)(C)C)CC(O)C[N+](C)(C)C)c2O*.[OH-],Cc1cc(*)cc(C)c1O*,*CC*,10,90,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,0,30,2.23,OHCond(mS/cm),0,27.33,
PPO,TMA,TMA-pQAPPO,Cc2cc(Oc1c(C)cc(*)cc1CNCC(O)C[N+](C)(C)C)cc(CN(CC(O)C[N+](C)(C)C)CC(O)C[N+](C)(C)C)c2O*.[OH-],Cc1cc(*)cc(C)c1O*,*CC*,10,90,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,0,40,2.23,OHCond(mS/cm),0,35.63,
PPO,TMA,TMA-pQAPPO,Cc2cc(Oc1c(C)cc(*)cc1CNCC(O)C[N+](C)(C)C)cc(CN(CC(O)C[N+](C)(C)C)CC(O)C[N+](C)(C)C)c2O*.[OH-],Cc1cc(*)cc(C)c1O*,*CC*,10,90,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,0,50,2.23,OHCond(mS/cm),0,42.19,
PPO,TMA,TMA-pQAPPO,Cc2cc(Oc1c(C)cc(*)cc1CNCC(O)C[N+](C)(C)C)cc(CN(CC(O)C[N+](C)(C)C)CC(O)C[N+](C)(C)C)c2O*.[OH-],Cc1cc(*)cc(C)c1O*,*CC*,10,90,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,0,60,2.23,OHCond(mS/cm),0,49.9,
PPO,TMA,TMA-pQAPPO,Cc2cc(Oc1c(C)cc(*)cc1CNCC(O)C[N+](C)(C)C)cc(CN(CC(O)C[N+](C)(C)C)CC(O)C[N+](C)(C)C)c2O*.[OH-],Cc1cc(*)cc(C)c1O*,*CC*,10,90,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,0,70,2.23,OHCond(mS/cm),0,56.08,
PPO,TMA,TMA-pQAPPO,Cc2cc(Oc1c(C)cc(*)cc1CNCC(O)C[N+](C)(C)C)cc(CN(CC(O)C[N+](C)(C)C)CC(O)C[N+](C)(C)C)c2O*.[OH-],Cc1cc(*)cc(C)c1O*,*CC*,10,90,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,0,80,2.23,OHCond(mS/cm),0,64.37,
PVM,TMA,N/A,C[N+](C)(C)Cc1ccc(C(C*)*)cc1.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,80,,OHCond(mS/cm),600,65.5,
PVM,TMA,N/A,C[N+](C)(C)Cc1ccc(C(C*)*)cc1.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,30,0.94,OHCond(mS/cm),0,67.62,
PVM,BIM,N/A,Cc1n(C(C)C)cc[n+]1Cc2ccc(C(C*)*)cc2.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,30,0.97,OHCond(mS/cm),0,67.62,
PVM,IIM,N/A,CCCCn2cc[n+](Cc1ccc(C(C*)*)cc1)c2C.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,30,0.93,OHCond(mS/cm),0,67.62,
PVM,TMA,N/A,C[N+](C)(C)Cc1ccc(C(C*)*)cc1.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,15,30,100,1,30,,OHCond(mS/cm),600,67.72,
PVM,TMA,N/A,C[N+](C)(C)Cc1ccc(C(C*)*)cc1.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,15,30,100,1,30,,OHCond(mS/cm),360,71.37,
PVM,TMA,N/A,C[N+](C)(C)Cc1ccc(C(C*)*)cc1.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,80,,OHCond(mS/cm),360,71.82,
PVM,TMA,N/A,C[N+](C)(C)Cc1ccc(C(C*)*)cc1.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,15,30,100,1,30,,OHCond(mS/cm),240,76.46,
PVM,TMA,N/A,C[N+](C)(C)Cc1ccc(C(C*)*)cc1.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,80,,OHCond(mS/cm),240,79.1,
PVM,TMA,N/A,C[N+](C)(C)Cc1ccc(C(C*)*)cc1.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,15,30,100,1,30,,OHCond(mS/cm),120,82.42,
PVM,TMA,N/A,C[N+](C)(C)Cc1ccc(C(C*)*)cc1.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,80,,OHCond(mS/cm),120,85.1,
PVM,IIM,N/A,CCCCn2cc[n+](Cc1ccc(C(C*)*)cc1)c2C.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,15,30,100,1,30,,OHCond(mS/cm),600,95.94,
PVM,IIM,N/A,CCCCn2cc[n+](Cc1ccc(C(C*)*)cc1)c2C.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,80,,OHCond(mS/cm),600,96.61,
PVM,IIM,N/A,CCCCn2cc[n+](Cc1ccc(C(C*)*)cc1)c2C.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,15,30,100,1,30,,OHCond(mS/cm),360,97.51,
PVM,IIM,N/A,CCCCn2cc[n+](Cc1ccc(C(C*)*)cc1)c2C.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,80,,OHCond(mS/cm),120,97.63,
PVM,IIM,N/A,CCCCn2cc[n+](Cc1ccc(C(C*)*)cc1)c2C.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,80,,OHCond(mS/cm),360,98.13,
PVM,IIM,N/A,CCCCn2cc[n+](Cc1ccc(C(C*)*)cc1)c2C.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,15,30,100,1,30,,OHCond(mS/cm),240,98.39,
